规则ID,规则名称,触发期号,触发号码,下期1号码,下期2号码,下期3号码,1期命中,2期命中,3期命中
6,规则6: 出现组三 → 跨度=9,2025322,226,551,661,165,否,否,否
6,规则6: 出现组三 → 跨度=9,2025323,551,661,165,185,否,否,否
6,规则6: 出现组三 → 跨度=9,2025324,661,165,185,789,否,否,否
6,规则6: 出现组三 → 跨度=9,2025328,040,564,062,050,否,否,否
6,规则6: 出现组三 → 跨度=9,2025331,050,885,273,198,否,否,否
6,规则6: 出现组三 → 跨度=9,2025332,885,273,198,051,否,否,否
6,规则6: 出现组三 → 跨度=9,2025339,676,130,996,681,否,否,否
6,规则6: 出现组三 → 跨度=9,2025341,996,681,645,622,否,否,否
6,规则6: 出现组三 → 跨度=9,2025344,622,630,897,192,否,否,否
6,规则6: 出现组三 → 跨度=9,2026006,244,353,252,265,否,否,否
6,规则6: 出现组三 → 跨度=9,2026007,353,252,265,667,否,否,否
6,规则6: 出现组三 → 跨度=9,2026008,252,265,667,647,否,否,否
6,规则6: 出现组三 → 跨度=9,2026010,667,647,241,513,否,否,否
6,规则6: 出现组三 → 跨度=9,2026014,050,532,582,945,否,否,否
6,规则6: 出现组三 → 跨度=9,2026018,494,223,676,559,否,否,否
6,规则6: 出现组三 → 跨度=9,2026019,223,676,559,678,否,否,否
6,规则6: 出现组三 → 跨度=9,2026020,676,559,678,784,否,否,否
6,规则6: 出现组三 → 跨度=9,2026021,559,678,784,911,否,否,否
6,规则6: 出现组三 → 跨度=9,2026024,911,029,099,126,是,是,是
6,规则6: 出现组三 → 跨度=9,2026026,099,126,270,003,否,否,否
6,规则6: 出现组三 → 跨度=9,2026029,003,134,142,452,否,否,否
6,规则6: 出现组三 → 跨度=9,2026033,119,052,213,762,否,否,否
6,规则6: 出现组三 → 跨度=9,2026045,181,291,936,612,否,否,否
6,规则6: 出现组三 → 跨度=9,2026049,110,689,302,277,否,否,否
6,规则6: 出现组三 → 跨度=9,2026052,277,755,217,107,否,否,否
6,规则6: 出现组三 → 跨度=9,2026053,755,217,107,477,否,否,否
6,规则6: 出现组三 → 跨度=9,2026056,477,264,543,794,否,否,否
6,规则6: 出现组三 → 跨度=9,2026070,484,261,245,504,否,否,否
6,规则6: 出现组三 → 跨度=9,2026077,112,049,233,802,是,是,是
6,规则6: 出现组三 → 跨度=9,2026079,233,802,827,942,否,否,否
6,规则6: 出现组三 → 跨度=9,2026085,118,382,911,608,否,否,否
6,规则6: 出现组三 → 跨度=9,2026087,911,608,922,816,否,否,否
6,规则6: 出现组三 → 跨度=9,2026089,922,816,537,870,否,否,否
6,规则6: 出现组三 → 跨度=9,2026095,022,689,818,513,否,否,否
6,规则6: 出现组三 → 跨度=9,2026097,818,513,877,414,否,否,否
6,规则6: 出现组三 → 跨度=9,2026099,877,414,584,420,否,否,否
6,规则6: 出现组三 → 跨度=9,2026100,414,584,420,661,否,否,否
6,规则6: 出现组三 → 跨度=9,2026103,661,,,,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024001,218,669,729,705,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024006,212,633,423,265,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024041,315,086,257,363,是,是,是
7,规则7: 十位=1 → 冷码8回补,2024049,811,634,340,310,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024052,310,478,192,589,是,是,是
7,规则7: 十位=1 → 冷码8回补,2024071,213,977,258,041,否,是,是
7,规则7: 十位=1 → 冷码8回补,2024084,219,490,532,797,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024127,214,573,067,066,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024142,813,955,816,756,否,是,是
7,规则7: 十位=1 → 冷码8回补,2024144,816,756,180,225,否,是,是
7,规则7: 十位=1 → 冷码8回补,2024155,411,180,126,821,是,是,是
7,规则7: 十位=1 → 冷码8回补,2024159,212,690,468,164,否,是,是
7,规则7: 十位=1 → 冷码8回补,2024180,918,230,884,443,否,是,是
7,规则7: 十位=1 → 冷码8回补,2024190,410,382,676,681,是,是,是
7,规则7: 十位=1 → 冷码8回补,2024198,710,147,309,843,否,否,是
7,规则7: 十位=1 → 冷码8回补,2024206,818,892,281,676,是,是,是
7,规则7: 十位=1 → 冷码8回补,2024220,414,103,564,773,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024227,312,298,911,497,是,是,是
7,规则7: 十位=1 → 冷码8回补,2024229,911,497,938,012,否,是,是
7,规则7: 十位=1 → 冷码8回补,2024232,012,397,715,492,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024234,715,492,512,274,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024236,512,274,469,524,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024246,710,783,861,449,是,是,是
7,规则7: 十位=1 → 冷码8回补,2024264,710,245,390,227,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024283,419,342,718,621,否,是,是
7,规则7: 十位=1 → 冷码8回补,2024285,718,621,192,839,否,否,是
7,规则7: 十位=1 → 冷码8回补,2024290,911,426,462,521,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024296,816,372,055,949,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024302,516,336,169,966,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024329,910,167,964,765,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024343,214,305,317,056,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024345,317,056,392,928,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025002,916,214,634,085,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025003,214,634,085,898,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025009,416,333,518,487,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025011,518,487,606,679,是,是,是
7,规则7: 十位=1 → 冷码8回补,2025019,710,056,468,638,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025036,617,131,847,932,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025044,912,554,490,248,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025062,810,405,928,538,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025074,419,709,781,625,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025082,417,915,030,338,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025083,915,030,338,388,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025092,317,545,649,068,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025098,714,707,953,016,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025101,016,161,370,877,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025105,015,752,027,407,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025110,914,270,954,635,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025119,315,912,120,488,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025120,912,120,488,725,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025128,814,915,204,203,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025129,915,204,203,689,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025136,113,838,296,598,是,是,是
7,规则7: 十位=1 → 冷码8回补,2025142,916,256,666,267,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025151,718,210,069,923,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025152,210,069,923,499,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025168,514,978,475,113,是,是,是
7,规则7: 十位=1 → 冷码8回补,2025171,113,406,092,533,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025175,616,122,497,728,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025188,018,907,402,202,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025200,015,846,953,013,是,是,是
7,规则7: 十位=1 → 冷码8回补,2025203,013,007,920,444,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025222,010,736,990,806,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025227,611,465,108,439,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025240,419,160,990,176,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025262,914,399,734,546,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025276,714,061,629,752,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025280,411,897,416,664,是,是,是
7,规则7: 十位=1 → 冷码8回补,2025282,416,664,844,172,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025292,117,154,513,273,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025294,513,273,537,051,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025302,715,933,471,310,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025305,310,697,164,448,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025314,917,729,775,301,否,否,否
7,规则7: 十位=1 → 冷码8回补,2026004,019,476,244,353,否,否,否
7,规则7: 十位=1 → 冷码8回补,2026013,513,050,532,582,否,否,是
7,规则7: 十位=1 → 冷码8回补,2026024,911,029,099,126,否,否,否
7,规则7: 十位=1 → 冷码8回补,2026033,119,052,213,762,否,否,否
7,规则7: 十位=1 → 冷码8回补,2026035,213,762,420,467,否,否,否
7,规则7: 十位=1 → 冷码8回补,2026048,612,110,689,302,否,是,是
7,规则7: 十位=1 → 冷码8回补,2026049,110,689,302,277,是,是,是
7,规则7: 十位=1 → 冷码8回补,2026054,217,107,477,264,否,否,否
7,规则7: 十位=1 → 冷码8回补,2026063,517,604,057,934,否,否,否
7,规则7: 十位=1 → 冷码8回补,2026075,816,863,112,049,是,是,是
7,规则7: 十位=1 → 冷码8回补,2026077,112,049,233,802,否,否,是
7,规则7: 十位=1 → 冷码8回补,2026085,118,382,911,608,是,是,是
7,规则7: 十位=1 → 冷码8回补,2026087,911,608,922,816,是,是,是
7,规则7: 十位=1 → 冷码8回补,2026090,816,537,870,518,否,是,是
7,规则7: 十位=1 → 冷码8回补,2026093,518,418,022,689,是,是,是
7,规则7: 十位=1 → 冷码8回补,2026094,418,022,689,818,否,是,是
7,规则7: 十位=1 → 冷码8回补,2026097,818,513,877,414,否,是,是
7,规则7: 十位=1 → 冷码8回补,2026098,513,877,414,584,是,是,是
7,规则7: 十位=1 → 冷码8回补,2026100,414,584,420,661,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024029,094,935,060,995,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024031,060,995,945,856,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024035,045,265,460,676,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024042,086,257,363,406,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024064,009,469,198,709,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024074,041,254,655,336,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024092,071,647,679,257,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024107,062,432,181,506,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024114,075,099,851,989,否,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024115,099,851,989,343,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024129,067,066,069,652,否,否,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024130,066,069,652,741,否,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024131,069,652,741,640,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024135,035,227,982,955,否,否,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024179,005,918,230,884,否,否,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024196,056,224,710,147,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024211,054,089,009,365,否,否,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024212,089,009,365,483,否,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024213,009,365,483,444,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024232,012,397,715,492,否,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024240,065,470,623,955,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024252,086,274,409,096,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024255,096,749,199,077,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024258,077,249,926,766,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024276,086,684,221,060,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024279,060,248,900,983,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024298,055,949,666,435,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024311,067,754,095,672,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024313,095,672,802,789,否,否,否
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024346,056,392,928,108,否,否,否
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025005,085,898,141,260,否,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025017,027,836,710,056,否,否,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025020,056,468,638,591,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025029,096,302,379,499,否,否,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025049,004,806,905,585,否,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025078,000,657,500,403,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025084,030,338,388,826,否,否,否
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025088,022,658,159,135,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025095,068,385,542,714,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025101,016,161,370,877,否,否,否
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025105,015,752,027,407,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025107,027,407,841,914,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025153,069,923,499,775,否,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025159,073,503,748,275,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025173,092,533,616,122,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025188,018,907,402,202,否,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025197,057,898,943,015,否,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025200,015,846,953,013,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025203,013,007,920,444,否,否,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025204,007,920,444,255,否,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025222,010,736,990,806,否,否,否
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025232,044,259,620,969,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025254,072,264,406,860,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025269,055,408,727,967,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025273,045,596,203,714,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025277,061,629,752,411,否,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025297,051,544,385,867,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025328,040,564,062,050,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025330,062,050,885,273,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025331,050,885,273,198,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2025335,051,641,876,689,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2026004,019,476,244,353,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2026014,050,532,582,945,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2026025,029,099,126,270,否,否,否
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2026026,099,126,270,003,否,否,否
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2026029,003,134,142,452,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2026034,052,213,762,420,否,否,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2026065,057,934,695,706,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2026078,049,233,802,827,否,否,否
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2026095,022,689,818,513,否,否,是
9,规则9: 百位=5 → 包含胆码4或7,2024012,590,468,251,438,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024055,589,542,805,469,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024056,542,805,469,758,否,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024086,532,797,761,457,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024091,564,071,647,679,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024101,594,339,984,579,否,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024104,579,976,127,062,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024110,506,206,630,242,否,否,是
9,规则9: 百位=5 → 包含胆码4或7,2024119,508,549,289,708,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024120,549,289,708,183,否,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024128,573,067,066,069,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024140,536,256,813,955,否,否,否
9,规则9: 百位=5 → 包含胆码4或7,2024178,581,005,918,230,否,否,否
9,规则9: 百位=5 → 包含胆码4或7,2024186,579,380,956,530,否,否,否
9,规则9: 百位=5 → 包含胆码4或7,2024189,530,410,382,676,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024202,552,172,390,651,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024222,564,773,560,884,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024224,560,884,380,312,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024236,512,274,469,524,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024239,524,065,470,623,否,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024293,521,364,571,816,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024295,571,816,372,055,否,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024302,516,336,169,966,否,否,否
9,规则9: 百位=5 → 包含胆码4或7,2024307,579,654,539,603,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024309,539,603,067,754,否,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024318,525,726,778,542,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024321,542,867,536,384,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024323,536,384,158,722,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024334,541,593,964,843,否,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024335,593,964,843,977,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2024339,509,278,371,483,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025011,518,487,606,679,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025023,591,762,486,588,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025026,588,383,409,096,否,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025045,554,490,248,640,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025052,585,895,497,368,否,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025065,538,720,385,555,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025068,555,906,748,434,否,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025080,500,403,417,915,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025093,545,649,068,385,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025097,542,714,707,953,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025139,598,149,202,916,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025160,503,748,275,636,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025168,514,978,475,113,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025174,533,616,122,497,否,否,是
9,规则9: 百位=5 → 包含胆码4或7,2025210,520,897,456,381,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025218,526,900,536,296,否,否,否
9,规则9: 百位=5 → 包含胆码4或7,2025220,536,296,010,736,否,否,是
9,规则9: 百位=5 → 包含胆码4或7,2025237,590,860,125,419,否,否,是
9,规则9: 百位=5 → 包含胆码4或7,2025248,526,952,902,868,否,否,否
9,规则9: 百位=5 → 包含胆码4或7,2025265,546,723,391,674,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025274,596,203,714,061,否,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025294,513,273,537,051,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025296,537,051,544,385,否,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025298,544,385,867,755,否,是,是
9,规则9: 百位=5 → 包含胆码4或7,2025323,551,661,165,185,否,否,否
9,规则9: 百位=5 → 包含胆码4或7,2025329,564,062,050,885,否,否,否
9,规则9: 百位=5 → 包含胆码4或7,2025350,580,452,298,520,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2026002,520,601,019,476,否,否,是
9,规则9: 百位=5 → 包含胆码4或7,2026013,513,050,532,582,否,否,否
9,规则9: 百位=5 → 包含胆码4或7,2026015,532,582,945,494,否,是,是
9,规则9: 百位=5 → 包含胆码4或7,2026016,582,945,494,223,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2026021,559,678,784,911,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2026044,589,181,291,936,否,否,否
9,规则9: 百位=5 → 包含胆码4或7,2026058,543,794,943,429,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2026063,517,604,057,934,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2026073,504,487,816,863,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2026083,506,456,118,382,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2026091,537,870,518,418,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2026093,518,418,022,689,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2026098,513,877,414,584,是,是,是
9,规则9: 百位=5 → 包含胆码4或7,2026101,584,420,661,,是,是,是
